Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2017,121,Sunnyside School District,Sunnyside High School,1920,0,85,85,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,0,12,0,52,0,0,0,0,0,0,0,0,12,52,0,0,0,64,0,64,0,64,81,2,1,76,12,0,1,66,,
2017,121,Tacoma School District,Angelo Giaudrone Middle School,654,1,41,41,1,0,0,0,1,1,0,0,0,1,1,648,0,,0,,424,195,0,22,0,0,619,0,0,0,0,0,0,22,0,0,0,641,0,641,0,641,36,0,0,38,38,0,1,0,,
2017,121,Tacoma School District,Arlington,264,1,20,20,1,0,0,0,1,1,0,0,0,1,1,319,1,ASUS Tablets,0,,58,60,0,352,0,0,118,330,0,0,0,0,0,22,0,0,0,470,0,470,0,470,25,0,0,25,0,0,0,20,,
2017,121,Tacoma School District,Baker,718,1,42,42,1,0,0,0,1,1,0,0,0,1,2,738,0,,0,,546,174,0,4,0,0,720,0,0,0,0,0,0,4,0,0,0,724,0,724,0,724,48,0,0,52,48,0,0,0,,
2017,105,Tacoma School District,Birney,406,1,25,25,1,0,0,0,1,1,0,0,0,1,2,499,0,,0,,86,97,0,9,0,0,183,0,0,0,0,0,0,9,0,0,0,192,0,192,0,192,22,0,0,23,22,4,0,22,,
2017,105,Tacoma School District,Blix Elementary,520,1,28,28,1,0,0,0,1,1,0,0,0,1,1,550,0,,0,,118,65,0,1,0,0,183,0,0,0,0,0,0,1,0,0,0,184,0,184,0,184,28,0,0,26,28,0,1,28,,
2017,105,Tacoma School District,Boze,383,1,28,28,1,0,0,0,1,1,0,0,0,1,1,482,0,,0,,86,118,0,75,0,0,204,0,0,0,0,0,0,75,0,0,0,279,0,279,0,279,28,0,0,26,28,0,1,28,,
2017,105,Tacoma School District,Browns Point,428,1,29,29,1,0,0,0,1,1,0,0,0,1,2,431,0,,0,,176,121,0,1,0,0,297,0,0,0,0,0,0,1,0,0,0,298,0,298,0,298,30,0,0,27,30,0,0,29,,
2017,105,Tacoma School District,Bryant,477,1,23,23,1,0,0,0,1,1,0,0,0,1,2,390,0,,0,,144,70,0,197,0,0,214,192,0,0,0,0,0,5,0,0,0,411,0,411,0,411,25,0,0,21,25,0,0,23,,
2017,105,Tacoma School District,Crescent Heights,482,1,27,27,1,0,0,0,1,1,0,0,0,1,0,490,0,,0,,146,106,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,252,0,252,0,252,28,0,0,25,28,0,0,27,,
2017,105,Tacoma School District,Delong,417,1,27,27,1,0,0,0,1,1,0,0,0,1,0,433,0,,0,,144,37,0,6,0,0,181,0,0,0,0,0,0,6,0,0,0,187,0,187,0,187,0,0,0,27,28,4,0,29,,
2017,121,Tacoma School District,Downing,299,1,19,19,1,0,0,0,1,1,0,0,0,1,2,365,0,,0,,86,91,0,2,0,0,177,0,0,0,0,0,0,2,0,0,0,179,0,179,0,179,21,0,0,17,21,0,0,19,,
2017,121,Tacoma School District,Edison,463,1,28,28,1,0,0,0,1,1,0,0,0,1,1,492,0,,0,,144,92,0,2,0,0,236,0,0,0,0,0,0,2,0,0,0,238,0,238,0,238,28,0,0,26,28,1,0,28,,
2017,121,Tacoma School District,Fawcett,433,1,17,17,1,0,0,0,1,1,0,0,0,1,1,457,0,,0,,86,83,0,4,0,0,169,0,0,0,0,0,0,4,0,0,0,173,0,173,0,173,0,0,0,30,30,0,0,17,,
2017,121,Tacoma School District,Fern Hill,312,1,23,23,1,0,0,0,1,1,0,0,0,1,0,332,0,,0,,86,101,0,1,0,0,187,0,0,0,0,0,0,1,0,0,0,188,0,188,0,188,21,0,0,21,21,0,0,23,,
2017,121,Tacoma School District,First Creek Middle School,791,1,31,31,1,0,0,0,1,1,0,0,0,1,6,782,0,,0,,391,250,0,75,0,0,641,0,0,0,0,0,0,75,0,0,0,716,0,716,0,716,44,0,0,44,44,0,3,47,,
2017,121,Tacoma School District,Foss,802,1,47,47,1,0,0,0,1,1,0,0,0,1,5,768,0,,0,,220,410,0,42,0,0,630,0,0,0,0,0,0,42,0,0,0,672,0,672,0,672,70,0,0,70,70,0,1,0,,
2017,121,Tacoma School District,Franklin,299,1,23,23,1,0,0,0,1,1,0,0,0,1,7,378,0,,0,,86,72,0,32,0,0,158,0,0,0,0,0,0,32,0,0,0,190,0,190,0,190,28,0,0,28,28,0,0,23,,
2017,121,Tacoma School District,Geiger,443,1,24,24,1,0,0,0,1,1,0,0,0,1,0,512,0,,0,,198,34,0,59,0,0,232,0,0,0,0,0,0,59,0,0,0,291,0,291,0,291,30,0,0,25,30,0,0,32,,
2017,121,Tacoma School District,Grant,375,1,21,21,1,0,0,0,1,1,0,0,0,1,4,402,0,,0,,86,67,0,2,0,0,153,0,0,0,0,0,0,2,0,0,0,155,0,155,0,155,19,0,0,19,0,0,0,21,,
2017,121,Tacoma School District,Gray,553,1,38,38,1,0,0,0,1,1,0,0,0,1,6,546,0,,0,,382,217,0,6,0,0,599,0,0,0,0,0,0,6,0,0,0,605,0,605,0,605,44,0,0,41,44,0,1,45,,
2017,121,Tacoma School District,Helen B. Stafford Elementary,514,1,27,27,1,0,0,0,1,1,0,0,0,1,4,559,1,ASUS Tablets,0,,172,80,0,251,0,0,252,196,0,0,0,0,0,55,0,0,0,503,0,503,0,503,25,0,0,25,25,7,0,27,,
2017,121,Tacoma School District,Jason Lee,534,1,42,42,1,0,0,0,1,1,0,0,0,1,8,526,0,,0,,296,210,0,16,0,0,506,0,0,0,0,0,0,16,0,0,0,522,0,522,0,522,47,0,0,44,44,15,0,50,,
2017,121,Tacoma School District,Jefferson,275,1,15,15,1,0,0,0,1,1,0,0,0,1,6,296,0,,0,,83,80,0,3,0,0,163,0,0,0,0,0,0,3,0,0,0,166,0,166,0,166,24,0,0,22,24,0,0,15,,
2017,121,Tacoma School District,Lincoln,1509,1,67,67,1,0,0,0,1,1,0,0,0,1,5,1458,0,,0,,364,459,0,3,0,0,823,0,0,0,0,0,0,3,0,0,0,826,0,826,0,826,111,0,0,111,111,0,0,45,,
2017,121,Tacoma School District,Lister,485,1,31,31,1,0,0,0,1,1,0,0,0,1,0,524,0,,0,,144,126,0,18,0,0,270,0,0,0,0,0,0,18,0,0,0,288,0,288,0,288,35,0,0,34,35,0,1,31,,
2017,121,Tacoma School District,Lowell,442,1,23,23,1,0,0,0,1,1,0,0,0,1,5,444,0,,0,,86,103,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,189,0,189,0,189,21,0,0,26,31,0,0,23,,
2017,121,Tacoma School District,Lyon,357,1,21,21,1,0,0,0,1,1,0,0,0,1,6,407,0,,0,,86,26,0,34,0,0,112,0,0,0,0,0,0,34,0,0,0,146,0,146,0,146,14,0,0,19,14,0,0,21,,
2017,121,Tacoma School District,Manitou Park,485,1,30,30,1,0,0,0,1,1,0,0,0,1,0,536,0,,0,,234,145,0,252,0,0,348,252,0,0,0,0,0,31,0,0,0,631,0,631,0,631,31,0,0,28,31,4,1,30,,
2017,121,Tacoma School District,Mann,467,1,31,31,1,0,0,0,1,1,0,0,0,1,1,557,0,,0,,144,126,0,28,0,0,270,0,0,0,0,0,0,28,0,0,0,298,0,298,0,298,33,0,0,29,33,0,1,31,,
2017,121,Tacoma School District,Mason,791,1,39,39,1,0,0,0,1,1,0,0,0,1,2,800,0,,0,,230,193,0,1,0,0,423,0,0,0,0,0,0,1,0,0,0,424,0,424,0,424,36,0,0,42,36,0,0,0,,
2017,121,Tacoma School District,McCarver,399,1,27,27,1,0,0,0,1,1,0,0,0,1,1,493,0,,0,,270,54,0,6,0,0,324,0,0,0,0,0,0,6,0,0,0,330,0,330,0,330,28,0,0,29,28,0,0,27,,
2017,121,Tacoma School District,Meeker,646,1,35,35,1,0,0,0,1,1,0,0,0,1,2,643,1,ASUS Tablets,0,,234,245,0,308,0,0,476,308,0,0,0,0,0,3,0,0,0,787,0,787,0,787,37,0,0,37,37,1,0,0,,
2017,121,Tacoma School District,Mt Tahoma,1479,1,61,61,1,0,0,0,1,1,0,0,0,1,5,1449,0,,0,,512,557,0,25,0,0,1069,0,0,0,0,0,0,25,0,0,0,1094,0,1094,0,1094,59,0,0,87,28,2,0,0,,
2017,121,Tacoma School District,Northeast Tacoma,385,1,30,30,1,0,0,0,1,1,0,0,0,1,2,454,0,,0,,144,124,0,4,0,0,268,0,0,0,0,0,0,4,0,0,0,272,0,272,0,272,28,0,0,28,26,1,0,30,,
2017,121,Tacoma School District,Oakland High School,219,1,12,12,1,0,0,0,1,1,0,0,0,1,0,234,0,,0,,90,167,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,257,0,257,0,257,19,0,0,19,19,0,0,0,,
2017,121,Tacoma School District,Pearl Street Center,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,,0,,0,6,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,8,0,8,0,8,1,0,0,1,0,0,0,0,,
2017,121,Tacoma School District,Point Defiance,437,1,27,27,1,0,0,0,1,1,0,0,0,1,4,450,0,,0,,114,115,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,229,0,229,0,229,29,0,0,28,29,1,0,27,,
2017,121,Tacoma School District,Reed,477,1,31,31,1,0,0,0,1,1,0,0,0,1,5,486,0,,0,,144,97,0,46,0,0,241,0,0,0,0,0,0,46,0,0,0,287,0,287,0,287,33,0,0,32,33,0,0,31,,
2017,121,Tacoma School District,Remann Hall Juvenile Detention Center,33,0,4,4,1,0,0,0,1,1,0,1,0,0,0,24,0,,0,,28,73,73,0,0,0,174,0,0,0,0,0,0,0,0,0,0,174,0,174,0,174,0,0,4,2,0,0,0,0,,
2017,121,Tacoma School District,Roosevelt,254,1,23,23,1,0,0,0,1,1,0,0,0,1,2,323,0,,0,,84,105,0,56,0,0,178,56,0,0,0,0,0,11,0,0,0,245,0,245,0,245,24,0,0,24,24,0,0,23,,
2017,121,Tacoma School District,Science and Math Institute,466,1,11,11,1,0,0,0,1,1,0,0,0,1,0,460,0,,0,,226,16,0,2,0,0,242,0,0,0,0,0,0,2,0,0,0,244,0,244,0,244,18,0,0,16,18,0,0,0,,
2017,121,Tacoma School District,Sheridan,565,1,31,31,1,0,0,0,1,1,0,0,0,1,3,633,0,,0,,264,108,0,114,0,0,361,114,0,0,0,0,0,11,0,0,0,486,0,486,0,486,34,0,0,33,34,0,1,31,,
2017,121,Tacoma School District,Sherman,425,1,21,21,1,0,0,0,1,1,0,0,0,1,1,425,0,,0,,86,97,0,55,0,0,183,0,0,0,0,0,0,55,0,0,0,238,0,238,0,238,20,0,0,19,20,0,1,21,,
2017,121,Tacoma School District,Skyline,367,1,29,29,1,0,0,0,1,1,0,0,0,1,11,396,0,,0,,206,93,0,84,0,0,297,84,0,0,0,0,0,2,0,0,0,383,0,383,0,383,28,0,0,27,28,0,0,29,,
2017,121,Tacoma School District,Stadium,1466,1,77,77,1,0,0,0,1,1,0,0,0,1,2,1445,0,,0,,391,481,0,1,0,0,872,0,0,0,0,0,0,1,0,0,0,873,0,873,0,873,75,0,0,71,74,0,1,95,,
2017,121,Tacoma School District,Stanley,282,1,21,21,1,0,0,0,1,1,0,0,0,1,6,347,0,,0,,86,126,0,45,0,0,212,0,0,0,0,0,0,45,0,0,0,257,0,257,0,257,15,0,0,27,27,0,0,0,,
2017,121,Tacoma School District,Stewart,329,1,45,45,1,0,0,0,1,1,0,0,0,1,0,330,0,,0,,324,185,0,24,0,0,509,0,0,0,0,0,0,24,0,0,0,533,0,533,0,533,43,0,0,38,43,0,1,0,,
2017,121,Tacoma School District,Tacoma School of the Arts,629,1,22,11,1,0,0,0,1,1,0,0,0,1,0,618,0,,0,,60,147,0,2,0,0,207,0,0,0,0,0,0,2,0,0,209,0,0,209,0,209,24,0,0,24,0,0,0,0,,
2017,121,Tacoma School District,Truman,801,1,39,39,1,0,0,0,1,1,0,0,0,1,6,812,0,,0,,230,194,0,3,0,0,424,0,0,0,0,0,0,3,0,0,0,427,0,427,0,427,39,0,0,41,39,0,0,0,,
2017,121,Tacoma School District,Wainwright,267,0,25,25,1,0,0,0,1,1,0,0,0,1,0,185,0,,0,,390,8,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,398,0,398,0,398,0,0,0,25,26,0,0,0,,
2017,121,Tacoma School District,Washington Elementary,467,1,21,21,1,0,0,0,1,1,0,0,0,1,1,492,0,,0,,256,6,0,6,0,0,262,0,0,0,0,0,0,6,0,0,0,268,0,268,0,268,24,0,0,26,24,0,0,0,,
2017,121,Tacoma School District,Whitman,408,1,27,27,1,0,0,0,1,1,0,0,0,1,1,461,0,,0,,116,116,0,2,0,0,232,0,0,0,0,0,0,2,0,0,0,234,0,234,0,234,29,0,0,25,29,0,0,0,,
2017,121,Tacoma School District,Whittier,354,1,27,27,1,0,0,0,1,1,0,0,0,1,1,415,0,,0,,232,85,0,3,0,0,317,0,0,0,0,0,0,3,0,0,0,320,0,320,0,320,25,0,0,26,26,0,0,0,,
2017,121,Tacoma School District,Wilson,1302,1,48,48,1,0,0,0,1,1,0,0,0,1,5,1264,0,,0,,429,373,0,5,0,0,802,0,0,0,0,0,0,5,0,0,0,807,0,807,0,807,43,0,0,43,43,0,2,70,,
2017,121,Taholah School District,Taholah Elementary & Middle School,111,1,12,12,1,0,1,0,0,1,0,0,0,1,0,200,1,Middle School iPads,0,80 iPods,97,40,0,57,0,20,20,0,0,0,0,0,0,57,0,97,0,194,0,194,0,194,11,2,1,6,9,0,0,0,,
2017,121,Taholah School District,Taholah High School,62,1,7,7,1,0,0,1,0,1,0,0,0,1,40,15,0,,0,,40,7,0,0,0,0,0,7,0,0,0,0,0,0,0,40,40,7,0,47,0,47,5,3,0,7,7,0,0,0,,
2017,121,Tahoma School District,Cedar River Middle School,669,0,30,30,1,0,0,0,1,1,0,0,0,1,7,700,0,,0,36 iPod Touches,590,69,0,8,0,0,0,0,232,0,0,0,0,8,0,427,8,659,8,659,0,667,41,0,0,37,10,0,9,0,,
2017,121,Tahoma School District,Glacier Park Elementary,1005,0,42,42,1,0,0,0,1,1,0,0,0,1,5,390,0,,0,,670,15,0,70,0,0,0,0,585,0,0,0,0,70,0,100,70,685,70,685,0,755,44,0,0,45,38,0,4,0,,
2017,121,Tahoma School District,Lake Wilderness Elementary,1088,0,57,57,1,0,0,0,1,1,0,0,0,1,5,510,0,,0,,756,20,0,73,0,0,0,0,616,0,0,0,0,73,0,160,73,776,73,776,0,849,12,0,0,56,49,0,0,1,,
2017,121,Tahoma School District,Rock Creek Elementary,999,0,38,38,1,0,0,0,1,1,0,0,0,1,7,394,0,,0,,719,24,0,94,0,0,0,0,615,0,0,0,0,94,0,128,94,743,94,743,0,837,22,0,0,47,40,0,2,0,,
2017,121,Tahoma School District,Shadow Lake Elementary,695,0,41,41,1,0,0,0,1,1,0,0,0,1,4,262,0,,0,,575,11,0,56,0,0,0,0,490,0,0,0,0,56,0,96,56,586,56,586,0,642,18,0,0,32,26,0,1,0,,
2017,121,Tahoma School District,Tahoma Jr High,1342,1,53,53,1,0,0,0,1,1,0,0,0,1,5,1261,0,,0,,975,131,0,42,0,0,0,0,422,0,0,0,0,42,0,684,42,1106,42,1106,0,1148,42,0,0,47,15,0,11,1,,
2017,121,Tahoma School District,Tahoma Middle School,593,0,33,33,1,0,0,0,1,1,0,0,0,1,5,609,0,"9 mobile labs, 2 stationary labs",0,2 iPod Touches,563,79,0,15,0,0,243,0,0,0,0,0,0,15,399,0,15,642,15,642,0,657,34,0,0,29,13,3,12,0,,
2017,121,Tahoma School District,Tahoma Senior High School,1827,0,84,84,1,0,0,0,1,1,0,0,0,1,3,1615,0,Global Academy - 81 laptops,0,,1528,245,0,96,0,0,0,0,665,0,0,0,60,85,0,1059,85,1784,96,1773,0,1869,83,0,18,80,25,0,10,2,,
2017,113,Tekoa School District,Tekoa Elementary School,97,1,11,11,0,0,0,0,0,1,0,0,0,1,0,103,0,,0,,65,45,0,25,0,0,46,0,0,0,0,0,0,25,0,64,0,135,25,110,0,135,8,0,0,7,6,0,0,0,,
2017,113,Tekoa School District,Tekoa High School,92,1,10,10,0,0,0,0,0,1,0,0,0,1,0,97,0,,0,,55,53,38,0,0,0,110,0,0,0,0,0,0,0,0,36,0,146,0,146,0,146,9,0,0,8,1,0,0,0,,
2017,121,Tenino School District,Parkside Elementary,244,0,17,17,1,0,0,0,1,1,0,0,0,1,0,0,1,"Kindergarten has iPads, grades 1 and 2 have ChromeBooks.  All are housed in carts in the classroom.",0,,211,35,0,134,0,0,0,0,0,0,0,0,35,134,0,211,0,380,0,380,0,380,18,0,0,14,1,0,0,17,,
2017,171,Toutle Lake School District,Toutle Lake Elementary,349,1,18,18,1,0,0,1,0,1,0,0,1,0,0,288,0,,0,"Kindle Fire, IPod, IPad",186,27,0,0,0,0,0,0,0,0,0,27,0,0,0,186,0,213,0,213,0,213,0,0,0,15,15,0,0,0,,
2017,121,Tenino School District,Tenino Elementary School,261,0,19,19,1,0,0,0,1,1,0,0,0,1,0,0,1,Grades 3-5 have 1:1 ChromeBooks in carts in the classroom.,0,,302,48,0,0,30,0,0,0,0,30,0,0,48,0,0,302,0,380,0,380,0,380,19,0,0,16,0,0,0,1,,
2017,121,Tenino School District,Tenino High School,324,0,21,21,1,0,0,0,1,1,0,0,0,1,0,339,1,9th-12th Grades - students can take home with they pay $25 and parents complete an online orientation.  Students who leave them at school have charging carts in the library.,1,,339,35,0,4,27,0,0,0,34,27,0,0,1,4,0,339,0,405,0,405,0,405,20,0,2,8,1,0,0,0,,
2017,121,Tenino School District,Tenino Middle School,250,0,17,17,1,0,0,0,1,1,0,0,0,1,0,265,1,6th - 8th  ChromeBooks for every student.  They can take home if they pay $25 and parents complete an online orientation.  Charging carts are available at school for those who do not take theirs home.,1,,265,34,0,8,38,0,0,0,34,38,0,0,0,8,0,265,0,345,0,345,0,345,19,0,0,12,1,0,0,0,,
2017,121,Thorp School District,Thorp Elem & Jr Sr High,147,0,15,15,0,0,0,0,0,1,0,0,0,1,6,146,1,All students grade 1 - 12 have their own iPads.  Students in grade K have several iPads but not 1 to 1.,0,,55,25,0,140,0,0,3,0,77,0,0,0,0,140,0,0,0,220,0,220,0,220,15,15,0,15,0,140,0,1,,
2017,121,Toledo School District,Cowlitz Prairie Academy,37,0,1,1,1,0,0,1,0,1,1,0,0,0,0,20,0,,0,,0,19,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,19,0,19,0,19,1,0,0,0,0,0,0,0,,
2017,121,Toledo School District,Toledo Elementary School,308,1,26,26,1,0,0,1,0,1,0,0,0,1,5,0,0,,0,,0,76,0,30,0,4,67,0,5,0,0,0,0,30,0,0,30,76,30,76,0,106,15,0,0,15,0,0,0,1,,
2017,121,Toledo School District,Toledo High School,251,1,21,21,1,0,0,1,0,1,0,0,0,1,4,224,0,,0,,6,78,0,30,0,2,6,0,72,0,0,0,4,30,0,0,30,84,30,84,0,114,13,0,0,2,0,0,0,0,,
2017,101,Toledo School District,Toledo Middle School,177,1,15,15,1,0,0,1,0,1,0,0,0,1,0,167,0,,0,,40,56,0,30,0,0,28,20,48,0,0,0,0,30,0,0,30,96,30,96,0,126,16,0,0,10,0,30,2,0,,
2017,101,Tonasket School District,Tonasket Elementary School,554,1,35,35,1,0,0,1,0,1,0,0,0,1,0,370,1,"We have a Kindergarten class with 1 to 1 with iPads, and 3rd grade class with 1 to 1 Chromebooks and 5th grade class with 1 to 1 Chromebooks.",0,,252,64,0,164,0,0,0,0,0,0,0,0,94,164,0,222,0,480,106,374,0,480,33,1,0,32,15,2,1,1,,
2017,113,Tonasket School District,Tonasket High School,340,0,21,21,1,0,0,1,0,1,0,0,0,1,0,333,1,High School Science class and History class has 1 to 1 for that classroom,0,,314,82,1,25,0,0,0,0,1,0,0,1,83,25,0,312,0,422,0,422,0,422,19,1,1,19,3,0,0,0,,
2017,113,Tonasket School District,Tonasket Middle School,275,0,15,15,1,0,0,1,0,1,0,0,0,1,0,263,1,We have 1 of each a 7th grade and 8th grade classroom using 1 to 1 model for a classroom.,0,,225,50,3,36,0,0,0,0,4,0,0,0,50,36,0,224,0,314,30,284,0,314,15,1,0,15,4,0,0,2,,
2017,113,Toppenish School District,Computer Academy Toppenish High School,147,0,20,20,1,0,0,0,1,1,0,0,0,1,0,67,0,,0,,25,40,120,0,15,0,80,0,0,0,0,0,0,0,0,120,0,200,120,80,0,200,20,0,0,20,5,4,2,0,,
2017,113,Toppenish School District,Garfield Elementary School,405,1,24,24,1,0,0,0,1,1,0,0,0,1,0,220,0,,0,,84,0,90,131,94,0,178,0,0,0,0,0,0,131,0,90,0,399,221,178,0,399,24,0,0,24,16,20,2,0,,
2017,105,Toppenish School District,Kirkwood Elementary School,662,1,32,32,1,0,0,0,1,1,0,0,0,1,2,304,0,,0,,80,32,210,250,58,0,170,0,0,0,0,0,0,250,0,210,0,630,460,170,0,630,32,0,0,32,28,24,3,1,,
2017,113,Toppenish School District,Lincoln Elementary School,419,1,23,23,1,0,0,0,1,1,0,0,0,1,0,222,0,,0,,70,0,90,125,50,0,120,0,0,0,0,0,0,125,0,90,0,335,215,120,0,335,23,0,0,23,10,7,1,0,,
2017,113,Toppenish School District,Toppenish High School,924,1,41,41,1,0,0,0,1,1,0,0,0,1,3,900,1,Chromebook carts of 32 in each classroom,0,,110,299,998,30,266,0,675,0,0,0,0,0,0,30,0,998,0,1703,1028,675,0,1703,41,5,5,41,10,35,3,0,,
2017,113,Toppenish School District,Toppenish Middle School,882,1,37,37,1,0,0,0,1,1,0,0,0,1,0,876,0,,0,,189,418,436,55,50,0,657,0,0,0,0,0,0,55,0,436,0,1148,491,657,0,1148,37,0,1,37,15,55,3,1,,
2017,113,Toppenish School District,Valley View Elementary,405,1,22,22,1,0,0,0,1,1,0,0,0,1,0,206,0,,0,,89,0,121,156,76,0,165,0,0,0,0,0,0,156,0,121,0,442,277,165,0,442,22,0,0,22,20,10,3,1,,
2017,171,Touchet School District,Touchet Elem & High School,204,0,25,25,1,0,0,0,1,1,0,0,0,1,3,25,1,shared iPad workstation with 5th and 6th grade.,0,,15,150,0,25,0,0,0,45,120,0,0,0,0,0,25,0,0,190,25,165,25,165,20,0,0,10,15,25,2,15,,
2017,171,Toutle Lake School District,Toutle Lake High School,302,1,18,18,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,macbooks chomebooks,135,25,0,0,0,0,4,0,0,0,0,96,0,0,0,60,0,160,0,160,0,160,1,0,0,14,14,0,0,1,,
2017,105,Trout Lake School District,Trout Lake School,137,1,15,15,0,0,0,0,0,1,0,0,0,1,4,130,1,All high school and middle school students have Chromebooks.,1,,41,2,150,10,0,0,0,18,25,0,0,0,0,5,5,150,0,203,10,193,0,203,8,0,6,8,1,6,0,0,,
2017,105,Tukwila School District,Cascade View Elementary,457,1,30,30,1,0,0,0,1,1,0,0,0,1,8,0,1,Grades 1-5 are 1:1,0,,44,49,520,72,0,0,93,0,0,0,0,15,30,0,27,520,216,469,72,613,0,685,30,0,30,30,30,30,0,30,,
2017,105,Tukwila School District,Foster Senior High School,922,1,44,44,1,0,0,0,1,1,0,0,0,1,8,800,1,Grade 9-12 use computer 1:1,0,,91,182,850,15,0,0,273,0,0,0,0,0,0,0,15,850,0,1138,15,1123,0,1138,44,0,0,44,44,0,0,44,,
2017,105,Tukwila School District,Showalter Middle School,629,1,34,34,1,0,0,0,1,1,0,0,0,1,10,0,1,Grade 6-8 use computers 1:1,0,,62,94,724,90,0,0,156,0,0,0,0,0,0,40,50,724,89,881,89,881,0,970,34,0,113,34,34,0,0,34,,
2017,105,Tukwila School District,Thorndyke Elementary,389,1,30,30,1,0,0,0,1,1,0,0,0,1,8,0,1,Grades 1-5 are 1:1,0,,52,37,483,85,0,0,89,0,0,0,0,0,0,58,27,483,85,572,85,572,0,657,30,0,55,30,30,0,0,30,,
2017,105,Tukwila School District,Tukwila Elementary,531,1,33,33,1,0,0,0,1,1,0,0,0,1,10,0,1,Grades 1-5 are 1:1,0,,25,34,538,88,0,0,59,0,0,0,0,0,0,63,25,538,129,556,75,610,0,685,33,0,61,33,33,0,0,33,,
2017,105,Tumwater School District,A G West Black Hills High School,877,1,65,65,1,0,0,0,1,1,0,0,0,1,0,887,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,526,315,0,65,0,0,0,0,349,0,0,0,0,65,0,492,0,906,0,906,0,906,57,0,0,30,4,48,0,0,,
2017,105,Tumwater School District,Black Lake Elementary,532,1,26,26,1,0,0,0,1,1,0,0,0,1,0,545,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,407,119,0,160,0,0,0,0,125,0,0,0,0,160,0,401,0,686,0,686,0,686,27,0,0,24,0,0,0,0,,
2017,123,Tumwater School District,East Olympia Elementary,577,1,29,29,1,0,0,0,1,1,0,0,0,1,0,588,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,416,106,0,187,0,0,0,0,110,0,0,0,0,187,0,412,0,709,0,709,0,709,27,0,0,23,0,0,0,0,,
2017,112,Tumwater School District,George Washington Bush Middle Sch,532,1,34,34,1,0,0,0,1,1,0,0,0,1,0,534,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,490,81,0,67,0,0,0,0,86,0,0,0,0,67,0,485,0,638,0,638,0,638,34,0,0,24,0,0,0,1,,
2017,112,Tumwater School District,Littlerock Elementary School,339,1,26,26,1,0,0,0,1,1,0,0,0,1,0,343,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,252,97,0,88,0,0,0,0,102,0,0,0,0,88,0,247,0,437,0,437,0,437,24,0,0,24,0,0,0,0,,
2017,112,Tumwater School District,Michael T Simmons Elementary,631,1,28,28,1,0,0,0,1,1,0,0,0,1,0,657,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,411,106,0,202,0,0,0,0,114,0,0,0,0,202,0,403,0,719,0,719,0,719,35,1,0,33,0,0,0,0,,
